service_date,origin_hub_id,destination_hub_id,final_service_units
12-08-2023,16,2,1680
12-08-2023,23,13,2930
12-08-2023,2,31,3108
12-08-2023,26,46,1525
12-08-2023,31,2,1620
12-08-2023,15,46,1084
12-08-2023,30,14,1984
12-08-2023,2,19,2550
12-08-2023,28,47,1125
12-08-2023,47,3,1950
12-08-2023,45,5,2230
12-08-2023,36,37,87
12-08-2023,46,47,1580
12-08-2023,5,45,1425
12-08-2023,46,20,1805
12-08-2023,3,47,955
12-08-2023,20,46,1400
12-08-2023,19,2,1790
12-08-2023,27,36,785
12-08-2023,14,30,1245
12-08-2023,45,39,4076
12-08-2023,39,45,1320
12-08-2023,36,41,704
12-08-2023,2,21,2650
12-08-2023,8,47,1085
12-08-2023,47,6,2070
12-08-2023,41,36,288
12-08-2023,2,1,1955
12-08-2023,37,36,18
12-08-2023,47,30,2230
12-08-2023,47,8,1660
12-08-2023,22,36,1410
12-08-2023,6,47,1200
12-08-2023,46,33,2000
12-08-2023,45,44,1600
12-08-2023,33,46,790
12-08-2023,21,2,1315
12-08-2023,36,22,1840
12-08-2023,2,14,2865
12-08-2023,1,2,1430
12-08-2023,17,23,965
12-08-2023,4,29,1700
12-08-2023,2,24,1545
12-08-2023,44,45,975
12-08-2023,47,10,1285
12-08-2023,38,36,640
12-08-2023,19,30,1110
13-08-2023,45,46,3434
13-08-2023,46,45,3556
13-08-2023,45,47,2628
13-08-2023,47,45,2944
13-08-2023,46,9,4566
13-08-2023,9,46,4185
13-08-2023,46,48,4344
13-08-2023,48,46,4044
13-08-2023,45,9,2739
13-08-2023,9,45,2502
13-08-2023,47,5,2649
13-08-2023,5,47,2718
13-08-2023,46,44,2276
13-08-2023,46,35,2372
13-08-2023,45,28,2196
13-08-2023,35,46,2760
13-08-2023,44,46,2780
13-08-2023,2,40,1756
13-08-2023,11,36,1124
13-08-2023,19,32,2112
13-08-2023,36,11,1140
13-08-2023,28,45,3008
13-08-2023,2,30,3588
13-08-2023,40,2,2608
13-08-2023,30,2,3244
13-08-2023,32,19,1824
13-08-2023,12,36,2412
13-08-2023,47,43,1568
13-08-2023,13,23,2072
13-08-2023,36,7,1196
13-08-2023,43,47,972
13-08-2023,7,36,1324
13-08-2023,36,12,1824
13-08-2023,46,18,1840
13-08-2023,18,46,2116
13-08-2023,45,48,1772
13-08-2023,45,42,1580
13-08-2023,23,25,524
13-08-2023,48,45,1604
13-08-2023,42,45,1516
13-08-2023,2,47,1460
13-08-2023,3,45,1312
13-08-2023,46,15,1608
13-08-2023,45,34,1825
13-08-2023,47,2,1135
13-08-2023,34,45,1450
13-08-2023,47,28,1575
13-08-2023,45,3,1328
13-08-2023,47,46,1830
13-08-2023,2,16,1825
13-08-2023,25,23,496
13-08-2023,46,26,1445
13-08-2023,36,27,600
13-08-2023,16,2,2485
13-08-2023,23,13,1710
13-08-2023,2,31,1476
13-08-2023,26,46,1505
13-08-2023,31,2,1164
13-08-2023,15,46,1312
13-08-2023,30,14,1264
13-08-2023,2,19,1500
13-08-2023,28,47,1670
13-08-2023,47,3,1355
13-08-2023,45,5,1320
13-08-2023,36,37,69
13-08-2023,46,47,1315
13-08-2023,5,45,1645
13-08-2023,46,20,1705
13-08-2023,3,47,1145
13-08-2023,20,46,1530
13-08-2023,19,2,1325
13-08-2023,27,36,825
13-08-2023,14,30,1490
13-08-2023,45,39,1844
13-08-2023,39,45,2496
13-08-2023,36,41,348
13-08-2023,2,21,1615
13-08-2023,8,47,1390
13-08-2023,47,6,1665
13-08-2023,41,36,148
13-08-2023,2,1,1410
13-08-2023,37,36,46
13-08-2023,47,30,1470
13-08-2023,47,8,1095
13-08-2023,22,36,1360
13-08-2023,6,47,1135
13-08-2023,46,33,1355
13-08-2023,45,44,1045
13-08-2023,33,46,2205
13-08-2023,21,2,2285
13-08-2023,36,22,1175
13-08-2023,2,14,1765
13-08-2023,1,2,1445
13-08-2023,17,23,1040
13-08-2023,4,29,1045
13-08-2023,2,24,1060
13-08-2023,44,45,1140
13-08-2023,47,10,905
13-08-2023,38,36,755
13-08-2023,19,30,905
14-08-2023,45,46,3196
14-08-2023,46,45,2794
14-08-2023,45,47,2570
14-08-2023,47,45,3404
14-08-2023,46,9,3558
14-08-2023,9,46,4080
14-08-2023,46,48,3696
14-08-2023,48,46,3405
14-08-2023,45,9,2133
14-08-2023,9,45,2727
14-08-2023,47,5,2109
14-08-2023,5,47,1830
14-08-2023,46,44,1540
14-08-2023,46,35,1944
14-08-2023,45,28,1904
14-08-2023,35,46,2160
14-08-2023,44,46,1904
14-08-2023,2,40,2112
14-08-2023,11,36,980
14-08-2023,19,32,2156
14-08-2023,36,11,828
14-08-2023,28,45,2308
14-08-2023,2,30,2336
14-08-2023,40,2,2020
14-08-2023,30,2,2252
14-08-2023,32,19,1652
14-08-2023,12,36,2036
14-08-2023,47,43,840
14-08-2023,13,23,1764
14-08-2023,36,7,852
14-08-2023,43,47,1472
14-08-2023,7,36,1528
14-08-2023,36,12,980
14-08-2023,46,18,1776
14-08-2023,18,46,1608
14-08-2023,45,48,1380
14-08-2023,45,42,1156
14-08-2023,23,25,400
14-08-2023,48,45,2200
14-08-2023,42,45,1944
14-08-2023,2,47,1890
14-08-2023,3,45,1044
14-08-2023,46,15,1460
14-08-2023,45,34,1495
14-08-2023,47,2,1315
14-08-2023,34,45,2100
14-08-2023,47,28,1255
14-08-2023,45,3,1304
14-08-2023,47,46,1530
14-08-2023,2,16,1610
14-08-2023,25,23,1252
14-08-2023,46,26,1230
14-08-2023,36,27,752
14-08-2023,16,2,1950
14-08-2023,23,13,1455
14-08-2023,2,31,1280
14-08-2023,26,46,1040
14-08-2023,31,2,2532
14-08-2023,15,46,1384
14-08-2023,30,14,1328
14-08-2023,2,19,1875
14-08-2023,28,47,2170
14-08-2023,47,3,1250
14-08-2023,45,5,1285
14-08-2023,36,37,87
14-08-2023,46,47,1825
14-08-2023,5,45,1400
14-08-2023,46,20,1775
14-08-2023,3,47,930
14-08-2023,20,46,1400
14-08-2023,19,2,2095
14-08-2023,27,36,780
14-08-2023,14,30,1150
14-08-2023,45,39,1084
14-08-2023,39,45,4900
14-08-2023,36,41,248
14-08-2023,2,21,1310
14-08-2023,8,47,950
14-08-2023,47,6,1290
14-08-2023,41,36,320
14-08-2023,2,1,1440
14-08-2023,37,36,26
14-08-2023,47,30,1380
14-08-2023,47,8,885
14-08-2023,22,36,1055
14-08-2023,6,47,1190
14-08-2023,46,33,1005
14-08-2023,45,44,1075
14-08-2023,33,46,1260
14-08-2023,21,2,1365
14-08-2023,36,22,875
14-08-2023,2,14,1280
14-08-2023,1,2,1335
14-08-2023,17,23,1290
14-08-2023,4,29,940
14-08-2023,2,24,1375
14-08-2023,44,45,1270
14-08-2023,47,10,895
14-08-2023,38,36,600
14-08-2023,19,30,1690
15-08-2023,45,46,5792
15-08-2023,46,45,5728
15-08-2023,45,47,5280
15-08-2023,47,45,4882
15-08-2023,46,9,4881
15-08-2023,9,46,8241
15-08-2023,46,48,3747
15-08-2023,48,46,7239
15-08-2023,45,9,3003
15-08-2023,9,45,4923
15-08-2023,47,5,2490
15-08-2023,5,47,4287
15-08-2023,46,44,2384
15-08-2023,46,35,1956
15-08-2023,45,28,1564
15-08-2023,35,46,7052
15-08-2023,44,46,4500
15-08-2023,2,40,2972
15-08-2023,11,36,2628
15-08-2023,19,32,2216
15-08-2023,36,11,1000
15-08-2023,28,45,3348
15-08-2023,2,30,4456
15-08-2023,40,2,2824
15-08-2023,30,2,3580
15-08-2023,32,19,1820
15-08-2023,12,36,5192
15-08-2023,47,43,1264
15-08-2023,13,23,2520
15-08-2023,36,7,1068
15-08-2023,43,47,2680
15-08-2023,7,36,1684
15-08-2023,36,12,1348
15-08-2023,46,18,1320
15-08-2023,18,46,3392
15-08-2023,45,48,1560
15-08-2023,45,42,1760
15-08-2023,23,25,504
15-08-2023,48,45,3164
15-08-2023,42,45,2736
15-08-2023,2,47,3905
15-08-2023,3,45,2420
15-08-2023,46,15,1160
15-08-2023,45,34,1505
15-08-2023,47,2,2325
15-08-2023,34,45,4730
15-08-2023,47,28,1315
15-08-2023,45,3,1312
15-08-2023,47,46,2405
15-08-2023,2,16,1630
15-08-2023,25,23,3308
15-08-2023,46,26,1485
15-08-2023,36,27,632
15-08-2023,16,2,4360
15-08-2023,23,13,1340
15-08-2023,2,31,1776
15-08-2023,26,46,2185
15-08-2023,31,2,4756
15-08-2023,15,46,3516
15-08-2023,30,14,1016
15-08-2023,2,19,2930
15-08-2023,28,47,3560
15-08-2023,47,3,1255
15-08-2023,45,5,1725
15-08-2023,36,37,54
15-08-2023,46,47,3235
15-08-2023,5,45,2725
15-08-2023,46,20,1265
15-08-2023,3,47,2295
15-08-2023,20,46,2620
15-08-2023,19,2,3070
15-08-2023,27,36,1630
15-08-2023,14,30,3035
15-08-2023,45,39,1328
15-08-2023,39,45,4596
15-08-2023,36,41,84
15-08-2023,2,21,1225
15-08-2023,8,47,2300
15-08-2023,47,6,1300
15-08-2023,41,36,204
15-08-2023,2,1,1230
15-08-2023,37,36,70
15-08-2023,47,30,1710
15-08-2023,47,8,965
15-08-2023,22,36,615
15-08-2023,6,47,2310
15-08-2023,46,33,810
15-08-2023,45,44,1140
15-08-2023,33,46,3360
15-08-2023,21,2,3065
15-08-2023,36,22,710
15-08-2023,2,14,1385
15-08-2023,1,2,2010
15-08-2023,17,23,1380
15-08-2023,4,29,485
15-08-2023,2,24,1195
15-08-2023,44,45,1800
15-08-2023,47,10,935
15-08-2023,38,36,2375
15-08-2023,19,30,2655
16-08-2023,45,46,3408
16-08-2023,46,45,3838
16-08-2023,45,47,3698
16-08-2023,47,45,3120
16-08-2023,46,9,3156
16-08-2023,9,46,4587
16-08-2023,46,48,3366
16-08-2023,48,46,4644
16-08-2023,45,9,2262
16-08-2023,9,45,3462
16-08-2023,47,5,2127
16-08-2023,5,47,2538
16-08-2023,46,44,1516
16-08-2023,46,35,1652
16-08-2023,45,28,1368
16-08-2023,35,46,3216
16-08-2023,44,46,2272
16-08-2023,2,40,2676
16-08-2023,11,36,1448
16-08-2023,19,32,2400
16-08-2023,36,11,1064
16-08-2023,28,45,1940
16-08-2023,2,30,4060
16-08-2023,40,2,2628
16-08-2023,30,2,2640
16-08-2023,32,19,2240
16-08-2023,12,36,2160
16-08-2023,47,43,924
16-08-2023,13,23,2532
16-08-2023,36,7,1152
16-08-2023,43,47,1108
16-08-2023,7,36,1112
16-08-2023,36,12,1088
16-08-2023,46,18,1424
16-08-2023,18,46,2148
16-08-2023,45,48,1180
16-08-2023,45,42,1416
16-08-2023,23,25,688
16-08-2023,48,45,1608
16-08-2023,42,45,1564
16-08-2023,2,47,1855
16-08-2023,3,45,1704
16-08-2023,46,15,1460
16-08-2023,45,34,1445
16-08-2023,47,2,1475
16-08-2023,34,45,1855
16-08-2023,47,28,860
16-08-2023,45,3,1420
16-08-2023,47,46,1535
16-08-2023,2,16,1620
16-08-2023,25,23,1148
16-08-2023,46,26,1640
16-08-2023,36,27,724
16-08-2023,16,2,2460
16-08-2023,23,13,1920
16-08-2023,2,31,1260
16-08-2023,26,46,1850
16-08-2023,31,2,2248
16-08-2023,15,46,1840
16-08-2023,30,14,1256
16-08-2023,2,19,1680
16-08-2023,28,47,1555
16-08-2023,47,3,1410
16-08-2023,45,5,1395
16-08-2023,36,37,78
16-08-2023,46,47,1790
16-08-2023,5,45,1605
16-08-2023,46,20,1120
16-08-2023,3,47,1115
16-08-2023,20,46,1400
16-08-2023,19,2,2070
16-08-2023,27,36,955
16-08-2023,14,30,2400
16-08-2023,45,39,1660
16-08-2023,39,45,1544
16-08-2023,36,41,144
16-08-2023,2,21,1660
16-08-2023,8,47,1175
16-08-2023,47,6,1215
16-08-2023,41,36,128
16-08-2023,2,1,1680
16-08-2023,37,36,52
16-08-2023,47,30,1545
16-08-2023,47,8,1055
16-08-2023,22,36,1275
16-08-2023,6,47,1365
16-08-2023,46,33,835
16-08-2023,45,44,915
16-08-2023,33,46,1295
16-08-2023,21,2,2085
16-08-2023,36,22,1265
16-08-2023,2,14,1470
16-08-2023,1,2,1645
16-08-2023,17,23,1280
16-08-2023,4,29,1815
16-08-2023,2,24,1355
16-08-2023,44,45,1415
16-08-2023,47,10,760
16-08-2023,38,36,840
16-08-2023,19,30,2075
17-08-2023,45,46,3370
17-08-2023,46,45,2526
17-08-2023,45,47,3360
17-08-2023,47,45,2800
17-08-2023,46,9,4791
17-08-2023,9,46,3408
17-08-2023,46,48,4704
17-08-2023,48,46,3192
17-08-2023,45,9,2811
17-08-2023,9,45,2133
17-08-2023,47,5,2694
17-08-2023,5,47,1785
17-08-2023,46,44,2076
17-08-2023,46,35,2480
17-08-2023,45,28,2044
17-08-2023,35,46,1540
17-08-2023,44,46,1176
17-08-2023,2,40,1672
17-08-2023,11,36,1096
17-08-2023,19,32,1848
17-08-2023,36,11,1128
17-08-2023,28,45,1140
17-08-2023,2,30,2160
17-08-2023,40,2,1644
17-08-2023,30,2,1528
17-08-2023,32,19,1532
17-08-2023,12,36,1176
17-08-2023,47,43,1552
17-08-2023,13,23,1448
17-08-2023,36,7,924
17-08-2023,43,47,928
17-08-2023,7,36,996
17-08-2023,36,12,1056
17-08-2023,46,18,1828
17-08-2023,18,46,1840
17-08-2023,45,48,1780
17-08-2023,45,42,1308
17-08-2023,23,25,404
17-08-2023,48,45,1128
17-08-2023,42,45,1188
17-08-2023,2,47,1345
17-08-2023,3,45,1232
17-08-2023,46,15,1636
17-08-2023,45,34,1795
17-08-2023,47,2,1005
17-08-2023,34,45,1205
17-08-2023,47,28,1580
17-08-2023,45,3,1960
17-08-2023,47,46,1635
17-08-2023,2,16,1330
17-08-2023,25,23,516
17-08-2023,46,26,1500
17-08-2023,36,27,824
17-08-2023,16,2,1705
17-08-2023,23,13,1425
17-08-2023,2,31,1264
17-08-2023,26,46,1515
17-08-2023,31,2,1260
17-08-2023,15,46,1356
17-08-2023,30,14,1164
17-08-2023,2,19,1455
17-08-2023,28,47,755
17-08-2023,47,3,1405
17-08-2023,45,5,1895
17-08-2023,36,37,69
17-08-2023,46,47,1545
17-08-2023,5,45,1350
17-08-2023,46,20,1600
17-08-2023,3,47,1225
17-08-2023,20,46,1350
17-08-2023,19,2,1080
17-08-2023,27,36,920
17-08-2023,14,30,1455
17-08-2023,45,39,1596
17-08-2023,39,45,1128
17-08-2023,36,41,128
17-08-2023,2,21,1400
17-08-2023,8,47,815
17-08-2023,47,6,1865
17-08-2023,41,36,148
17-08-2023,2,1,1325
17-08-2023,37,36,62
17-08-2023,47,30,1385
17-08-2023,47,8,1210
17-08-2023,22,36,835
17-08-2023,6,47,1150
17-08-2023,46,33,1215
17-08-2023,45,44,1305
17-08-2023,33,46,755
17-08-2023,21,2,1540
17-08-2023,36,22,785
17-08-2023,2,14,1110
17-08-2023,1,2,1335
17-08-2023,17,23,900
17-08-2023,4,29,1000
17-08-2023,2,24,1025
17-08-2023,44,45,705
17-08-2023,47,10,1170
17-08-2023,38,36,655
17-08-2023,19,30,1255
18-08-2023,45,46,4688
18-08-2023,46,45,3526
18-08-2023,45,47,4404
18-08-2023,47,45,3244
18-08-2023,46,9,8376
18-08-2023,9,46,4251
18-08-2023,46,48,8409
18-08-2023,48,46,3960
18-08-2023,45,9,4263
18-08-2023,9,45,2031
18-08-2023,47,5,3609
18-08-2023,5,47,1971
18-08-2023,46,44,3824
18-08-2023,46,35,5412
18-08-2023,45,28,3304
18-08-2023,35,46,1644
18-08-2023,44,46,2236
18-08-2023,2,40,1832
18-08-2023,11,36,1268
18-08-2023,19,32,2256
18-08-2023,36,11,1528
18-08-2023,28,45,872
18-08-2023,2,30,2508
18-08-2023,40,2,1448
18-08-2023,30,2,2072
18-08-2023,32,19,1664
18-08-2023,12,36,1324
18-08-2023,47,43,2396
18-08-2023,13,23,1652
18-08-2023,36,7,1080
18-08-2023,43,47,1424
18-08-2023,7,36,864
18-08-2023,36,12,1548
18-08-2023,46,18,3348
18-08-2023,18,46,1692
18-08-2023,45,48,2572
18-08-2023,45,42,2244
18-08-2023,23,25,472
18-08-2023,48,45,1200
18-08-2023,42,45,1312
18-08-2023,2,47,2055
18-08-2023,3,45,1132
18-08-2023,46,15,3068
18-08-2023,45,34,2855
18-08-2023,47,2,1320
18-08-2023,34,45,1110
18-08-2023,47,28,2020
18-08-2023,45,3,2016
18-08-2023,47,46,2425
18-08-2023,2,16,1800
18-08-2023,25,23,468
18-08-2023,46,26,1695
18-08-2023,36,27,1136
18-08-2023,16,2,1155
18-08-2023,23,13,1525
18-08-2023,2,31,1560
18-08-2023,26,46,1570
18-08-2023,31,2,1256
18-08-2023,15,46,1436
18-08-2023,30,14,1536
18-08-2023,2,19,1890
18-08-2023,28,47,815
18-08-2023,47,3,2115
18-08-2023,45,5,2525
18-08-2023,36,37,72
18-08-2023,46,47,1825
18-08-2023,5,45,925
18-08-2023,46,20,2185
18-08-2023,3,47,935
18-08-2023,20,46,1700
18-08-2023,19,2,1470
18-08-2023,27,36,920
18-08-2023,14,30,1560
18-08-2023,45,39,2040
18-08-2023,39,45,1180
18-08-2023,36,41,156
18-08-2023,2,21,1630
18-08-2023,8,47,1050
18-08-2023,47,6,2435
18-08-2023,41,36,116
18-08-2023,2,1,1350
18-08-2023,37,36,72
18-08-2023,47,30,1410
18-08-2023,47,8,1690
18-08-2023,22,36,1370
18-08-2023,6,47,965
18-08-2023,46,33,2805
18-08-2023,45,44,1770
18-08-2023,33,46,845
18-08-2023,21,2,1155
18-08-2023,36,22,935
18-08-2023,2,14,1645
18-08-2023,1,2,1155
18-08-2023,17,23,1020
18-08-2023,4,29,1355
18-08-2023,2,24,1195
18-08-2023,44,45,965
18-08-2023,47,10,1600
18-08-2023,38,36,565
18-08-2023,19,30,1090
19-08-2023,45,46,4156
19-08-2023,46,45,3146
19-08-2023,45,47,3338
19-08-2023,47,45,3520
19-08-2023,46,9,5754
19-08-2023,9,46,5184
19-08-2023,46,48,8178
19-08-2023,48,46,4572
19-08-2023,45,9,3453
19-08-2023,9,45,2517
19-08-2023,47,5,3405
19-08-2023,5,47,2556
19-08-2023,46,44,3924
19-08-2023,46,35,3892
19-08-2023,45,28,2268
19-08-2023,35,46,2260
19-08-2023,44,46,2680
19-08-2023,2,40,1988
19-08-2023,11,36,1452
19-08-2023,19,32,2524
19-08-2023,36,11,1188
19-08-2023,28,45,1616
19-08-2023,2,30,3056
19-08-2023,40,2,2736
19-08-2023,30,2,2472
19-08-2023,32,19,1536
19-08-2023,12,36,1292
19-08-2023,47,43,1564
19-08-2023,13,23,1988
19-08-2023,36,7,988
19-08-2023,43,47,1896
19-08-2023,7,36,1040
19-08-2023,36,12,1104
19-08-2023,46,18,3036
19-08-2023,18,46,2180
19-08-2023,45,48,2248
19-08-2023,45,42,1512
19-08-2023,23,25,412
19-08-2023,48,45,1488
19-08-2023,42,45,1680
19-08-2023,2,47,1555
19-08-2023,3,45,1748
19-08-2023,46,15,2816
19-08-2023,45,34,1680
19-08-2023,47,2,1310
19-08-2023,34,45,1590
19-08-2023,47,28,1630
19-08-2023,45,3,1584
19-08-2023,47,46,2325
19-08-2023,2,16,1400
19-08-2023,25,23,724
19-08-2023,46,26,1795
19-08-2023,36,27,1228
19-08-2023,16,2,1600
19-08-2023,23,13,1530
19-08-2023,2,31,1096
19-08-2023,26,46,1895
19-08-2023,31,2,1412
19-08-2023,15,46,1480
19-08-2023,30,14,1248
19-08-2023,2,19,1725
19-08-2023,28,47,1285
19-08-2023,47,3,1865
19-08-2023,45,5,1460
19-08-2023,36,37,93
19-08-2023,46,47,1715
19-08-2023,5,45,1800
19-08-2023,46,20,1890
19-08-2023,3,47,1280
19-08-2023,20,46,1805
19-08-2023,19,2,1710
19-08-2023,27,36,1235
19-08-2023,14,30,1805
19-08-2023,45,39,1400
19-08-2023,39,45,1224
19-08-2023,36,41,88
19-08-2023,2,21,1360
19-08-2023,8,47,1115
19-08-2023,47,6,1795
19-08-2023,41,36,292
19-08-2023,2,1,1360
19-08-2023,37,36,74
19-08-2023,47,30,1710
19-08-2023,47,8,1450
19-08-2023,22,36,1155
19-08-2023,6,47,1290
19-08-2023,46,33,2215
19-08-2023,45,44,1520
19-08-2023,33,46,1130
19-08-2023,21,2,1640
19-08-2023,36,22,1225
19-08-2023,2,14,1220
19-08-2023,1,2,1435
19-08-2023,17,23,1385
19-08-2023,4,29,1685
19-08-2023,2,24,1120
19-08-2023,44,45,1170
19-08-2023,47,10,1025
19-08-2023,38,36,670
19-08-2023,19,30,1225
20-08-2023,45,46,4754
20-08-2023,46,45,5820
20-08-2023,45,47,3832
20-08-2023,47,45,4846
20-08-2023,46,9,5895
20-08-2023,9,46,8676
20-08-2023,46,48,5814
20-08-2023,48,46,9120
20-08-2023,45,9,2583
20-08-2023,9,45,4911
20-08-2023,47,5,2871
20-08-2023,5,47,4617
20-08-2023,46,44,3884
20-08-2023,46,35,3180
20-08-2023,45,28,1344
20-08-2023,35,46,5476
20-08-2023,44,46,5432
20-08-2023,2,40,1980
20-08-2023,11,36,1908
20-08-2023,19,32,2312
20-08-2023,36,11,1268
20-08-2023,28,45,3384
20-08-2023,2,30,4400
20-08-2023,40,2,2660
20-08-2023,30,2,3600
20-08-2023,32,19,2116
20-08-2023,12,36,2632
20-08-2023,47,43,2060
20-08-2023,13,23,2588
20-08-2023,36,7,1044
20-08-2023,43,47,2400
20-08-2023,7,36,1476
20-08-2023,36,12,1324
20-08-2023,46,18,2216
20-08-2023,18,46,3684
20-08-2023,45,48,1560
20-08-2023,45,42,1420
20-08-2023,23,25,620
20-08-2023,48,45,2752
20-08-2023,42,45,2228
20-08-2023,2,47,2110
20-08-2023,3,45,2228
20-08-2023,46,15,1732
20-08-2023,45,34,1200
20-08-2023,47,2,1985
20-08-2023,34,45,3320
20-08-2023,47,28,995
20-08-2023,45,3,1084
20-08-2023,47,46,2495
20-08-2023,2,16,1655
20-08-2023,25,23,872
20-08-2023,46,26,1815
20-08-2023,36,27,964
20-08-2023,16,2,2725
20-08-2023,23,13,1990
20-08-2023,2,31,1172
20-08-2023,26,46,2195
20-08-2023,31,2,1944
20-08-2023,15,46,2544
20-08-2023,30,14,1528
20-08-2023,2,19,1680
20-08-2023,28,47,2065
20-08-2023,47,3,1320
20-08-2023,45,5,1245
20-08-2023,36,37,138
20-08-2023,46,47,2255
20-08-2023,5,45,2775
20-08-2023,46,20,1750
20-08-2023,3,47,2305
20-08-2023,20,46,2700
20-08-2023,19,2,1860
20-08-2023,27,36,1290
20-08-2023,14,30,2400
20-08-2023,45,39,1372
20-08-2023,39,45,2532
20-08-2023,36,41,52
20-08-2023,2,21,1595
20-08-2023,8,47,2405
20-08-2023,47,6,1560
20-08-2023,41,36,84
20-08-2023,2,1,1380
20-08-2023,37,36,92
20-08-2023,47,30,1810
20-08-2023,47,8,1155
20-08-2023,22,36,1335
20-08-2023,6,47,2290
20-08-2023,46,33,1655
20-08-2023,45,44,1135
20-08-2023,33,46,3070
20-08-2023,21,2,2020
20-08-2023,36,22,1325
20-08-2023,2,14,1230
20-08-2023,1,2,1685
20-08-2023,17,23,1850
20-08-2023,4,29,1305
20-08-2023,2,24,1355
20-08-2023,44,45,1990
20-08-2023,47,10,1025
20-08-2023,38,36,1065
20-08-2023,19,30,1405
21-08-2023,45,46,3410
21-08-2023,46,45,4918
21-08-2023,45,47,2804
21-08-2023,47,45,3532
21-08-2023,46,9,4347
21-08-2023,9,46,6984
21-08-2023,46,48,3777
21-08-2023,48,46,7452
21-08-2023,45,9,1872
21-08-2023,9,45,4290
21-08-2023,47,5,2334
21-08-2023,5,47,3315
21-08-2023,46,44,2068
21-08-2023,46,35,1928
21-08-2023,45,28,1560
21-08-2023,35,46,4108
21-08-2023,44,46,3772
21-08-2023,2,40,1532
21-08-2023,11,36,1332
21-08-2023,19,32,2132
21-08-2023,36,11,960
21-08-2023,28,45,1992
21-08-2023,2,30,2204
21-08-2023,40,2,1612
21-08-2023,30,2,1884
21-08-2023,32,19,1900
21-08-2023,12,36,1324
21-08-2023,47,43,1384
21-08-2023,13,23,2452
21-08-2023,36,7,756
21-08-2023,43,47,1964
21-08-2023,7,36,840
21-08-2023,36,12,856
21-08-2023,46,18,1948
21-08-2023,18,46,2836
21-08-2023,45,48,972
21-08-2023,45,42,1364
21-08-2023,23,25,580
21-08-2023,48,45,2496
21-08-2023,42,45,1604
21-08-2023,2,47,1330
21-08-2023,3,45,1852
21-08-2023,46,15,1424
21-08-2023,45,34,1140
21-08-2023,47,2,1255
21-08-2023,34,45,1545
21-08-2023,47,28,1115
21-08-2023,45,3,1052
21-08-2023,47,46,1580
21-08-2023,2,16,1460
21-08-2023,25,23,536
21-08-2023,46,26,1665
21-08-2023,36,27,1040
21-08-2023,16,2,1805
21-08-2023,23,13,1585
21-08-2023,2,31,860
21-08-2023,26,46,1690
21-08-2023,31,2,1140
21-08-2023,15,46,2644
21-08-2023,30,14,1220
21-08-2023,2,19,1135
21-08-2023,28,47,1440
21-08-2023,47,3,1145
21-08-2023,45,5,895
21-08-2023,36,37,63
21-08-2023,46,47,2040
21-08-2023,5,45,2270
21-08-2023,46,20,1725
21-08-2023,3,47,1680
21-08-2023,20,46,2200
21-08-2023,19,2,1175
21-08-2023,27,36,1035
21-08-2023,14,30,1330
21-08-2023,45,39,796
21-08-2023,39,45,1832
21-08-2023,36,41,40
21-08-2023,2,21,1305
21-08-2023,8,47,1695
21-08-2023,47,6,1080
21-08-2023,41,36,76
21-08-2023,2,1,1440
21-08-2023,37,36,74
21-08-2023,47,30,1485
21-08-2023,47,8,860
21-08-2023,22,36,1170
21-08-2023,6,47,1870
21-08-2023,46,33,1015
21-08-2023,45,44,835
21-08-2023,33,46,2155
21-08-2023,21,2,1415
21-08-2023,36,22,1120
21-08-2023,2,14,940
21-08-2023,1,2,1165
21-08-2023,17,23,1640
21-08-2023,4,29,1270
21-08-2023,2,24,960
21-08-2023,44,45,1770
21-08-2023,47,10,885
21-08-2023,38,36,740
21-08-2023,19,30,1100
22-08-2023,45,46,2824
22-08-2023,46,45,4008
22-08-2023,45,47,2712
22-08-2023,47,45,2882
22-08-2023,46,9,3690
22-08-2023,9,46,4614
22-08-2023,46,48,3525
22-08-2023,48,46,5523
22-08-2023,45,9,2145
22-08-2023,9,45,3648
22-08-2023,47,5,2121
22-08-2023,5,47,2004
22-08-2023,46,44,1816
22-08-2023,46,35,1676
22-08-2023,45,28,1356
22-08-2023,35,46,2672
22-08-2023,44,46,2200
22-08-2023,2,40,1472
22-08-2023,11,36,912
22-08-2023,19,32,1932
22-08-2023,36,11,1116
22-08-2023,28,45,1296
22-08-2023,2,30,1388
22-08-2023,40,2,1564
22-08-2023,30,2,1412
22-08-2023,32,19,1364
22-08-2023,12,36,1152
22-08-2023,47,43,2600
22-08-2023,13,23,1652
22-08-2023,36,7,808
22-08-2023,43,47,1328
22-08-2023,7,36,684
22-08-2023,36,12,748
22-08-2023,46,18,1472
22-08-2023,18,46,2364
22-08-2023,45,48,1032
22-08-2023,45,42,1364
22-08-2023,23,25,472
22-08-2023,48,45,1920
22-08-2023,42,45,1524
22-08-2023,2,47,1145
22-08-2023,3,45,1548
22-08-2023,46,15,1540
22-08-2023,45,34,1290
22-08-2023,47,2,1215
22-08-2023,34,45,990
22-08-2023,47,28,1065
22-08-2023,45,3,984
22-08-2023,47,46,1330
22-08-2023,2,16,1240
22-08-2023,25,23,476
22-08-2023,46,26,1665
22-08-2023,36,27,880
22-08-2023,16,2,1435
22-08-2023,23,13,1295
22-08-2023,2,31,856
22-08-2023,26,46,1455
22-08-2023,31,2,1016
22-08-2023,15,46,1920
22-08-2023,30,14,996
22-08-2023,2,19,1390
